lottery_id,lottery_name,lottery_status,development_type,borough,postcode,address,neighborhood,lottery_start_date,lottery_end_date,unit_count,studio_units,1br_units,2br_units,3br_units,4br_units,ami_extremely_low,ami_very_low,ami_low,ami_moderate,ami_middle,ami_above,mobility_percent,vision_hearing_percent,community_board_percent,municipal_employee_percent,nycha_percent,senior_percent,latitude,longitude,reporting_construction_type,community_board,bbl,bin
7564,1422 Vyse Avenue,Active,Rental,BX,10459,1422 Vyse Ave,BX0303,2026-05-20,2026-06-11,3,1,2,,,,,,3,,,,,,,,,,40.830799,-73.889505,New Construction,203,2029940010,2010731
7583,1938 Prospect Avenue Apartments,Active,Rental,BX,10457,1938 Prospect Ave,BX0602,2026-06-15,2026-07-07,3,2,1,,,,,,3,,,,,,,,,,40.843952,-73.889375,Preservation,206,2029560004,2000000
7555,217 Bedford Park Boulevard Apartments,Active,Rental,BX,10458,217 Bedford Park Blvd,BX0702,2026-05-26,2026-06-16,6,6,,,,,,,6,,,,,,,,,,40.871674,-73.887304,New Construction,207,2033060052,2017212
7545,2334-2336 Valentine Avenue Apartments,Active,Rental,BX,10458,2334 Valentine Ave,BX0503,2026-05-14,2026-06-05,7,,3,4,,,,,7,,,,,,,,,,40.857669,-73.8978,New Construction,205,2031460019,2013434
7574,2351 Lorillard Place Apartments,Active,Rental,BX,10458,2351 Lorillard Pl,BX0603,2026-07-02,2026-07-24,18,,2,5,11,,,5,11,2,,,,,20,10,,,40.855368,-73.890166,Preservation,206,2030550033,2011695
7590,269 Van Cortlandt Avenue E,Active,Rental,BX,10467,269 Van Cortlandt Ave E,BX0703,2026-06-23,2026-07-16,6,2,1,,3,,,,6,,,,,,,,,,40.876657,-73.880389,New Construction,207,2033360008,2018040
7573,3060 3rd Avenue Apartments,Active,Rental,BX,10451,3060 3 AVENUE,BX0102,2026-06-04,2026-06-26,6,3,1,2,,,,,6,,,,,,,,,,40.820702,-73.912667,Preservation,201,2023640010,2001186
7527,786 Fairmount Place,Active,Rental,BX,10460,786 FAIRMOUNT PLACE,BX0602,2026-05-22,2026-06-15,2,,1,1,,,,,2,,,,,,,,,,40.842763,-73.889182,Preservation,206,2029540020,2010022
7543,PENINSULA 1221 & 1225 Spofford Avenue,Active,Rental,BX,10474,1221 Spofford Ave,BX0201,2026-05-09,2026-07-07,113,23,18,48,18,6,11,34,68,,,,,,,,,,40.813893,-73.890566,New Construction,202,,
7543,PENINSULA 1221 & 1225 Spofford Avenue,Active,Rental,BX,10474,1225 Spofford Ave,BX0201,2026-05-09,2026-07-07,190,47,74,32,37,,21,58,111,,,,,,,,,,40.813901,-73.890505,New Construction,202,,
7549,106 Fleet Place Apartments,Active,Rental,QN,,106 Fleet Place,,2026-06-29,2026-07-21,20,5,5,10,,,,,20,,,,,,,,,,,,New Construction,,,
7538,87-67 170th Street Apartments,Active,Rental,QN,11432,87-67 170th St,QN1201,2026-06-01,2026-06-23,8,1,6,,1,,,,8,,,,,,,,,,40.710623,-73.791752,New Construction,412,4098260049,4000000
7495,THE BARNETT,Active,Rental,QN,11104,50-25 Barnett Ave,QN0261,2026-04-09,2026-06-08,146,15,72,45,14,,18,36,92,,,,5,2,20,10,,,40.750171,-73.913174,Preservation,402,4001190143,4000000
7554,The Doria,Active,Rental,QN,11101,34-16 38 Street,QN0103,2026-05-18,2026-06-09,23,,9,14,,,,8,15,,,,,,,,,,40.756649,-73.921998,New Construction,401,,
